ETIQUETA (CLAVE DE INVENTARIO,DESCRIPCION,MARCA,MODELO,SERIE,TIPO,ESTADO FISICO,RESPONSABLE DEL AREA,DEPARTAMENTO:,OBSERVACIÓN  ,PISO,DIRECTOR,ADMINISTRADOR,FECHA DE INGRESO AL AREA
67881,IMPRESORA,HP,M1212NFMFP,CNG9C4G1N7,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P.CONTROL ENFERMERAS,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87531,CARRO AZUL REANIMACION,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PASILLO,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87532,DESFIBRILADOR,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PASILLO,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11461,DESPACHADOR DE AGUA,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PASILLO,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 09,MESA PASTEUR,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PASILLO,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 10,MESA PASTEUR,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PASILLO,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 11,MESA PASTEUR,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PASILLO,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11726,CARRO DE  CURACIONES,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PASILLO,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118723,BASCULA DE PIE ,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PASILLO,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 12,BASCULA PEDIATRICA,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PASILLO,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 13,BASCULA DE PIE ,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PASILLO,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
13020,MESA PASTEUR,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PASILLO,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 14,BOTE P/BASURA CAMPANA,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PASILLO,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 15,ELECTROCARDIOGRAFO  DOCIA 2020-1,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PASILLO,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 16,BOTE P/BASURA PLASTICO,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PASILLO,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
13580,ESTANTE ,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. SEPTICO,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 17,BOTE P/BASURA CON PEDAL,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. SEPTICO,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 18,BOTE P/BASURA,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. SEPTICO,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 19,BOTE P/ROPA SUCIA ,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. SEPTICO,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 20,BOTE P /TRAPEADOR,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. SEPTICO,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11931,MAMPARA,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. SEPTICO,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
110887,LOCKER,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. SEPTICO,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
COMO DATO,LOCKER,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. BAÑO PERSONAL,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
COMO DATO,LOCKER,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. BAÑO PERSONAL,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
COMO DATO,LOCKER,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. BAÑO PERSONAL,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 21,BANCO DE UN PELDAÑO,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. BAÑO PERSONAL,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
186365,MESA DE TRABAJO,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PREPARACION DE SOLUCIONES ,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 22,TARJA DE ACERO INOXIDABLE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PREPARACION DE SOLUCIONES ,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
18634,MESA DE TRABAJO,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PREPARACION DE SOLUCIONES ,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
120439,ESTUFA DE INCUBACION,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PREPARACION DE SOLUCIONES ,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
120458,MONITOR DE SIGNOS VITALES ,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PREPARACION DE SOLUCIONES ,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
70489,MONITOR DE SIGNOS VITALES ,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PREPARACION DE SOLUCIONES ,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86354,SILLA ,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PREPARACION DE SOLUCIONES ,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
12000,SILLA,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PREPARACION DE SOLUCIONES ,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 23,BOTE P/BASURA CON PEDAL,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PREPARACION DE SOLUCIONES ,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 24,BOMBA DE INFUSION ,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PREPARACION DE SOLUCIONES ,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 25,BOMBA DE INFUSION ,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PREPARACION DE SOLUCIONES ,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 26,BOMBA DE INFUSION ,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PREPARACION DE SOLUCIONES ,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 27,BOMBA DE INFUSION ,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PREPARACION DE SOLUCIONES ,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 28,BOMBA DE INFUSION ,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PREPARACION DE SOLUCIONES ,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 29,CAJONERA PLASTICO,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PREPARACION DE SOLUCIONES ,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 30,REPISA DE MADERA,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PREPARACION DE SOLUCIONES ,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 31,CAJONERAS MEDIANAS ,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PREPARACION DE SOLUCIONES ,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 32,BOTE P/BASURA PLASTICO,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. PREPARACION DE SOLUCIONES ,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 33,CAMA ELECTROMECANICA,STRYKER,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 34,REPOSET,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 35,TRIPIE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P.A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 36,TRIPIE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 37,BOMBA DE INFUSION ,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 38,BOMBA DE INFUSION ,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87512,BURO CLINICO,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86699,TELEVISION,PANASONIC,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118629,DVD,LG,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 39,TARJA DE ACERO INOXIDABLE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 40,LAMPARA DE CHICOTE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
1676,SILLA DE PLSTICO,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
13182,MESA PUENTE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
              H.P. 41,MESA PUENTE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 42,CAMA ELECTROMECANICA,STRYKER,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 43,BURO CLINICO,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86705,TELEVISION,PANASONIC,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118792,DVD,LG,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 44,REPOSET,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 45,BOMBA DE INFUSION ,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
124823,TRIPIE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 47,MESA DE CURACION CON CAJON ,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 48,BOTE P/BASURA PLASTICO,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 49,SILLA P/BAÑO PLASTICO GRANDE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
71677,SILLA P/BAÑO PLASTICO CHICA,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A1 Y A2,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 50,CAMA ELECTROMECANICA,STRYKER,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87496,TELEVISION,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118788,DVD,LG,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87524,BURO CLINICO,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P.51,REPOSET,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P.52,REPOSET,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P.53,CAMA ELECTROMECANICA,STRYKER,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P.54,TRIPIE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P.55,TRIPIE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P.56,BOMBA DE INFUSION ,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P.57,BOMBA DE INFUSION ,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P.58,BOMBA DE INFUSION ,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P.59,BOMBA DE INFUSION ,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87503,TELEVISION,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P.60,BURO,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 61,DVD,LG,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
13214,BANCO PARA BAÑO,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 62,TRIPIE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
234,MESA PUENTE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 63,TRIPIE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 64,TRIPIE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 65,TRIPIE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
91517,TARJA ACERO INOXIDABLE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
67444,BOTE P /BASURA CON PEDAL,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
71676,BANCO PARA BAÑO,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 66,BOTE P/BASSURA DE PLASTICO,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
71676,SILLA PLASTICO P/BAÑO,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 67,BOTE P/BASURA CON PEDAL,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. A3 Y A4,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 68,CAMA ELECTROMECANICA,STRYKER,FL28C,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. 101 Y 102,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 69,CAMA ELECTROMECANICA,STRYKER,FL28C,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P.101 Y 102,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P.  70,BURO CLINICO,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. 101 Y 102,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
124824,TRIPIE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. 101 Y 102,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 72,TRIPIE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. 101 Y 102,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11958,MESA PUENTE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. 101 Y 102,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11844,MESA PUENTE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. 101 Y 102,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 73,TELEVISION,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. 101 Y 102,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 74,BOTE P/BASURA,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. 101 Y 102,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 75,REPOSET,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. 101 Y 102,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 76,REPOSET,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. 101 Y 102,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.P. 77,TRIPIE,,,,,B,E.E. JULIA VIVIANA CORDOVA LOPEZ,H.P. 101 Y 102,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
